21:42:33.107 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignJustified.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignJustified_Light.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignLeft.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignLeft_Light.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignMiddle.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignMiddle_Light.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignMidLine.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignMidline_Light.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignRight.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignRight_Light.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignTop.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\btn_AlignTop_Light.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\SectionHeader_Dark.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures\SectionHeader_Light.psd.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources\Textures.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Editor Resources.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\LICENSE.md.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Package Resources\TMP Essential Resources.unitypackage.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Package Resources\TMP Examples & Extras.unitypackage.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Package Resources.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\PackageConversionData.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\PackageConversionData_Assets.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\DropdownOptionListDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\GlyphInfoDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\GlyphMetricsPropertyDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\GlyphRectPropertyDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMPro_ContextMenus.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMPro_CreateObjectMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMPro_EditorShaderUtilities.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMPro_FontAssetCreatorWindow.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMPro_FontPlugin.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMPro_SortingLayerHelper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMPro_TextContainerEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMPro_TexturePostProcessor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_BaseEditorPanel.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_BaseShaderGUI.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_BitmapShaderGUI.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_CharacterPropertyDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_ColorGradientAssetMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_ColorGradientEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_DropdownEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.084 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_EditorCoroutine.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_EditorPanel.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_EditorPanelUI.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_EditorUtility.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_FontAssetEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_FontAsset_CreationMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_GlyphPairAdjustmentRecordPropertyDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_GlyphPropertyDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_InputFieldEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_MeshRendererEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_PackageUtilities.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_PostBuildProcessHandler.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_PreBuildProcessor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_ProjectTextSettings.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_ResourcesLoader.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_SDFShaderGUI.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_SerializedPropertyHolder.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_SettingsEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_SpriteAssetEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_SpriteAssetImporter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_SpriteAssetMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_SpriteCharacterPropertyDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_SpriteGlyphPropertyDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_StyleAssetMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_StyleSheetEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_SubMeshUI_Editor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_SubMesh_Editor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_TextAlignmentDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\TMP_UIStyleManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\Unity.TextMeshPro.Editor.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\AssemblyInfo.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\FastAction.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\ITextPreProcessor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\MaterialReferenceManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TextContainer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TextMeshPro.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TextMeshProUGUI.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMPro_EventManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMPro_ExtensionMethods.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMPro_MeshUtilities.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMPro_Private.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMPro_UGUI_Private.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_Asset.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_Character.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_CharacterInfo.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_ColorGradient.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_Compatibility.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_CoroutineTween.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_DefaultControls.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_Dropdown.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_EditorResourceManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_FontAsset.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_FontAssetCommon.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_FontAssetUtilities.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_FontFeaturesCommon.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_FontFeatureTable.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_InputField.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_InputValidator.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_LineInfo.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_ListPool.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_MaterialManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_MeshInfo.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_ObjectPool.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_PackageResourceImporter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:42:45.085 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_ResourcesManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
